#FFFFFF,#DFDFDF,#A5A5A5,#000000,#FECAFF,#FD98FF,#B66DB7,#A9B039,#FC6565,#CA3939,#982F2F
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,3,0,0,0,0,0,0,0,3,0,1,1,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,3,0,0,0,0,0,3,0,0,1,1,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,0,0,3,3,3,3,3,0,0,1,1,1,1,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0
0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0
0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,3
0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,3
0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,3,0,0,5,4,5,5,0,0,0,0,0,0,0,0,0,5,5,4,5,0,0,0,0,3
0,0,0,0,0,0,0,0,0,3,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,3
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,3,1,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,9,10,1,0,0,0,0,0,0,1,3,0
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,1,3,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0
0,0,0,3,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0
0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,0,0,0,0,0
0,3,0,0,0,0,3,0,0,0,0,0,3,3,5,5,5,5,6,6,6,6,6,3,3,3,0,0,0,0,0,0,0,0
0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,3,3,3,3,3,3,3,6,7,7,6,3,0,0,0,0,0,0,0
3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,3,3,3,6,3,0,0,0,0,0,0,0
3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0
3,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,3,0,0,0,0,0,0,0,0
3,1,1,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0
3,1,1,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0
0,3,1,1,1,3,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,3,0,0,0,0,0,0,0,0
0,3,1,1,1,3,3,2,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0
0,0,3,1,1,1,1,2,1,1,0,0,0,0,0,1,1,2,1,2,0,0,0,0,2,1,3,0,0,0,0,0,0,0
0,0,0,3,3,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,0,0,0,2,1,3,0,0,0,0,0,0,0
0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0
